numero,padecimiento,entidad,sexo,prophet_rmse,prophet_mae,prophet_smape,prophet_mase,deepar_rmse,deepar_mae,deepar_smape,deepar_mase,ensemble_rmse,ensemble_mae,ensemble_smape,ensemble_mase,stacking_rmse,stacking_mae,stacking_smape,stacking_mase,mejor_rmse,mejor_mae,mejor_smape,mejor_mase,victorias,modelo_produccion,justificacion
220,Depresión,region_Urbana media,hombres,40.989,34.2607,14.1014,0.6854,32.333,25.2147,9.655,0.5275,48.4272,31.7504,11.7718,0.6619,62.6328,44.1421,16.9851,0.9202,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 32.33 (vs Prophet 40.99). Gana en 4/4 metricas. MASE=0.53 supera naive seasonal.
221,Depresión,region_Urbana media,mujeres,110.5991,91.7586,13.4597,0.7121,53.864,40.4395,5.8446,0.3215,117.8444,84.5388,11.9505,0.6692,103.74,66.442,9.0632,0.5259,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 53.86 (vs Stacking 103.74). Gana en 4/4 metricas. MASE=0.32 supera naive seasonal.
222,Depresión,region_Urbana media,general,145.6816,122.4496,13.2472,0.6995,86.8888,66.3429,6.8497,0.3908,224.2418,189.3879,19.9006,1.111,186.4522,129.3473,13.2851,0.7588,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 86.89 (vs Prophet 145.68). Gana en 4/4 metricas. MASE=0.39 supera naive seasonal.
223,Parkinson,Nacional,hombres,24.9758,21.2174,24.4903,0.8412,14.9908,12.2156,15.9955,0.5002,19.0294,15.8015,19.7406,0.647,15.7456,12.5886,15.931,0.5154,DeepAR,DeepAR,Stacking,DeepAR,3/4,DeepAR,"DeepAR gana por margen minimo (RMSE 14.99 vs Stacking 15.75, -4.8%). Gana en 3/4 metricas. MASE=0.50 supera naive seasonal."
224,Parkinson,Nacional,mujeres,23.0922,19.4538,26.6094,0.8062,26.2461,21.7433,33.2643,0.9232,20.2022,14.3375,19.528,0.6088,20.8584,13.9956,19.0229,0.5943,Ensemble,Stacking,Stacking,Stacking,3/4,Stacking,Stacking elegido por desempate MASE/MAE (RMSE 20.86 vs Ensemble 20.20). Gana en 3/4 metricas. MASE=0.59 supera naive seasonal.
225,Parkinson,Nacional,general,44.2673,35.5795,22.3884,0.7612,70.6787,61.543,52.9113,1.3581,34.0531,24.9854,16.1876,0.5514,46.6508,35.0269,25.4821,0.7729,Ensemble,Ensemble,Ensemble,Ensemble,4/4,Ensemble,Ensemble domina con RMSE 34.05 (vs Prophet 44.27). Gana en 4/4 metricas. MASE=0.55 supera naive seasonal.
226,Parkinson,Aguascalientes,hombres,0.9286,0.7524,126.1682,0.8468,0.7,0.5207,142.3408,0.5722,0.7296,0.6072,111.4776,0.6659,0.7791,0.6094,169.468,0.6683,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,"DeepAR gana por margen minimo (RMSE 0.70 vs Ensemble 0.73, -4.1%). Gana en 3/4 metricas. MASE=0.57 supera naive seasonal."
227,Parkinson,Aguascalientes,mujeres,0.7431,0.6267,141.4707,0.8144,0.5065,0.3557,161.5288,0.463,0.5687,0.5203,151.5344,0.6772,0.6814,0.4286,200.0,0.5579,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.51 (vs Ensemble 0.57). Gana en 3/4 metricas. MASE=0.46 supera naive seasonal. Serie de bajo volumen.
228,Parkinson,Aguascalientes,general,1.2156,0.9147,82.8477,0.7082,0.498,0.3092,68.3927,0.237,1.0132,0.883,86.778,0.6769,0.863,0.694,89.2689,0.5319,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.50 (vs Stacking 0.86). Gana en 4/4 metricas. MASE=0.24 supera naive seasonal.
229,Parkinson,Baja California,hombres,1.4807,1.2345,70.5804,0.6207,0.5805,0.3827,64.8876,0.2028,1.5468,1.3173,94.1184,0.6967,1.1903,0.8634,89.6924,0.4566,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.58 (vs Stacking 1.19). Gana en 4/4 metricas. MASE=0.20 supera naive seasonal.
230,Parkinson,Baja California,mujeres,1.9793,1.2926,83.1557,0.6532,0.536,0.3078,72.4706,0.1578,1.1016,0.88,91.8436,0.4504,1.2089,0.9039,113.9867,0.4626,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.54 (vs Ensemble 1.10). Gana en 4/4 metricas. MASE=0.16 supera naive seasonal.
231,Parkinson,Baja California,general,2.575,1.9337,54.5169,0.6018,0.5394,0.2506,30.0733,0.0809,1.7603,1.3926,61.3017,0.4484,1.7225,1.3162,64.7248,0.4238,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.54 (vs Stacking 1.72). Gana en 4/4 metricas. MASE=0.08 supera naive seasonal.
232,Parkinson,Baja California Sur,hombres,0.8401,0.6877,147.6416,0.9467,1.1723,0.9118,138.8835,1.1839,1.266,1.0148,140.0652,1.3177,1.5811,1.0714,200.0,1.3913,Prophet,Prophet,DeepAR,Prophet,3/4,Prophet,Prophet domina con RMSE 0.84 (vs DeepAR 1.17). Gana en 3/4 metricas. MASE=0.95 supera naive seasonal.
233,Parkinson,Baja California Sur,mujeres,0.7302,0.5703,165.3486,1.0058,0.7422,0.4587,169.0687,0.8089,0.7682,0.5369,175.2799,0.9468,0.8557,0.4464,200.0,0.7873,Prophet,Stacking,Prophet,Stacking,0/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.74 vs Prophet 0.73). MASE=0.81 supera naive seasonal. Serie de bajo volumen.
234,Parkinson,Baja California Sur,general,1.1114,0.8724,112.9567,0.8223,1.0734,0.6858,99.8704,0.6303,1.4883,1.2251,108.984,1.1259,1.7777,1.3861,151.6747,1.2738,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,"DeepAR gana por margen minimo (RMSE 1.07 vs Prophet 1.11, -3.4%). Gana en 4/4 metricas. MASE=0.63 supera naive seasonal."
235,Parkinson,Campeche,hombres,1.1211,0.8712,123.0896,1.0579,1.3634,0.9405,73.7357,1.1008,1.5319,0.9949,83.0979,1.1567,1.8486,1.3235,139.3616,1.5387,Prophet,Prophet,DeepAR,Prophet,3/4,Prophet,Prophet domina con RMSE 1.12 (vs DeepAR 1.36). Gana en 3/4 metricas.
236,Parkinson,Campeche,mujeres,0.8644,0.7085,129.6947,0.9941,0.8813,0.6878,128.6146,0.973,0.8826,0.7086,129.4002,0.9943,1.1339,0.75,200.0,1.0524,Prophet,DeepAR,DeepAR,DeepAR,3/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.88 vs Prophet 0.86). Gana en 3/4 metricas. MASE=0.97 supera naive seasonal.
237,Parkinson,Campeche,general,1.395,1.1223,95.3123,0.8694,1.4972,1.0824,57.1909,0.8446,1.8749,1.2989,67.2225,1.0044,2.0373,1.437,79.5578,1.1113,Prophet,DeepAR,DeepAR,DeepAR,1/4,Prophet,Prophet domina con RMSE 1.40 (vs DeepAR 1.50). MASE=0.87 supera naive seasonal.
238,Parkinson,Chiapas,hombres,1.3849,1.0397,70.7194,0.6388,0.3972,0.2422,23.6624,0.1509,1.0168,0.851,50.5419,0.5301,1.1864,0.9597,58.6216,0.5978,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.40 (vs Ensemble 1.02). Gana en 4/4 metricas. MASE=0.15 supera naive seasonal.
239,Parkinson,Chiapas,mujeres,1.4085,1.0751,90.8577,0.8414,0.7337,0.3941,55.1696,0.2973,1.3627,1.0621,82.1445,0.8012,1.3304,0.952,79.4484,0.7182,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.73 (vs Stacking 1.33). Gana en 4/4 metricas. MASE=0.30 supera naive seasonal.
240,Parkinson,Chiapas,general,2.1246,1.6491,57.5735,0.6994,0.3295,0.1507,5.8221,0.064,1.6934,1.3279,41.3868,0.5645,1.7257,1.3362,41.533,0.568,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.33 (vs Ensemble 1.69). Gana en 4/4 metricas. MASE=0.06 supera naive seasonal.
241,Parkinson,Chihuahua,hombres,2.3102,1.8366,44.1689,0.7041,1.1503,0.5874,30.5294,0.2292,2.4315,2.0343,56.7689,0.7937,2.4992,2.1096,57.9998,0.823,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.15 (vs Prophet 2.31). Gana en 4/4 metricas. MASE=0.23 supera naive seasonal.
242,Parkinson,Chihuahua,mujeres,2.4034,1.8736,50.0341,0.591,0.2062,0.1439,3.7949,0.0478,2.2123,1.776,39.7911,0.5875,2.1969,1.7822,39.6353,0.5896,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.21 (vs Stacking 2.20). Gana en 4/4 metricas. MASE=0.05 supera naive seasonal.
243,Parkinson,Chihuahua,general,4.0533,3.2206,37.7894,0.6721,1.1655,0.7064,9.9605,0.1542,4.1669,3.5127,39.2864,0.7666,3.7025,2.99,35.1231,0.6525,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.17 (vs Stacking 3.70). Gana en 4/4 metricas. MASE=0.15 supera naive seasonal.
244,Parkinson,Ciudad de México,hombres,3.1385,2.5294,73.4507,0.3953,0.51,0.2524,26.4524,0.0465,2.6643,2.3047,75.4695,0.4245,1.8576,1.5365,63.1716,0.283,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.51 (vs Stacking 1.86). Gana en 4/4 metricas. MASE=0.05 supera naive seasonal.
245,Parkinson,Ciudad de México,mujeres,3.0171,2.4194,74.2683,0.3875,0.5605,0.3137,35.2434,0.0588,2.9236,2.6072,90.1638,0.4887,1.6204,1.2914,66.1425,0.242,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.56 (vs Stacking 1.62). Gana en 4/4 metricas. MASE=0.06 supera naive seasonal.
246,Parkinson,Ciudad de México,general,5.0973,4.1854,59.2495,0.3495,0.4902,0.1967,8.7731,0.0196,5.1882,4.5788,74.0204,0.4564,2.9586,2.477,51.946,0.2469,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.49 (vs Stacking 2.96). Gana en 4/4 metricas. MASE=0.02 supera naive seasonal.
247,Parkinson,Coahuila,hombres,1.7657,1.3424,64.9919,0.6254,1.4863,0.7247,70.7762,0.342,1.9778,1.6686,91.6777,0.7833,1.8996,1.5509,97.1303,0.728,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 1.49 (vs Prophet 1.77). Gana en 3/4 metricas. MASE=0.34 supera naive seasonal.
248,Parkinson,Coahuila,mujeres,1.8961,1.4258,86.644,0.6983,1.178,0.9082,78.2441,0.4567,1.4777,1.2222,86.4045,0.6128,1.2741,1.0328,92.3779,0.5179,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.18 (vs Stacking 1.27). Gana en 4/4 metricas. MASE=0.46 supera naive seasonal.
249,Parkinson,Coahuila,general,2.8257,2.1441,54.3564,0.5646,1.7966,1.0058,37.2612,0.2778,2.8083,2.3199,67.6368,0.6377,2.5387,1.9621,63.2096,0.5393,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.80 (vs Stacking 2.54). Gana en 4/4 metricas. MASE=0.28 supera naive seasonal.
250,Parkinson,Colima,hombres,1.709,1.3647,43.1233,0.8839,0.3229,0.1788,23.475,0.112,2.1886,1.8915,73.3452,1.1825,1.691,1.384,62.3475,0.8652,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.32 (vs Stacking 1.69). Gana en 4/4 metricas. MASE=0.11 supera naive seasonal.
251,Parkinson,Colima,mujeres,1.614,1.3018,58.2409,0.9096,0.2419,0.1351,20.5691,0.092,1.3964,1.0956,55.5687,0.7437,1.5307,1.1169,60.337,0.7581,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.24 (vs Ensemble 1.40). Gana en 4/4 metricas. MASE=0.09 supera naive seasonal.
252,Parkinson,Colima,general,2.6057,2.1299,37.8814,0.9198,0.8039,0.3004,10.7021,0.1269,2.7798,2.3231,50.464,0.9779,2.4866,1.8951,43.7436,0.7978,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.80 (vs Stacking 2.49). Gana en 4/4 metricas. MASE=0.13 supera naive seasonal.
253,Parkinson,Durango,hombres,2.4558,1.8545,61.523,0.905,0.421,0.1921,33.4568,0.0904,2.6825,2.1917,78.417,1.0307,3.3056,2.6966,83.9076,1.2682,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.42 (vs Prophet 2.46). Gana en 4/4 metricas. MASE=0.09 supera naive seasonal.
254,Parkinson,Durango,mujeres,2.2724,1.6435,67.0143,0.8248,1.138,0.7085,59.7602,0.356,2.2072,1.7739,81.0668,0.8912,2.7766,2.2774,82.9877,1.1442,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.14 (vs Ensemble 2.21). Gana en 4/4 metricas. MASE=0.36 supera naive seasonal.
255,Parkinson,Durango,general,4.1257,2.9928,51.0283,0.8311,0.8948,0.4374,19.923,0.119,4.1261,3.3323,69.2973,0.9064,6.2584,5.1482,79.4783,1.4004,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.89 (vs Prophet 4.13). Gana en 4/4 metricas. MASE=0.12 supera naive seasonal.
256,Parkinson,Guanajuato,hombres,1.6211,1.3117,79.8221,0.8754,1.3664,0.7633,42.6874,0.4986,2.1178,1.4259,64.8194,0.9315,2.1553,1.4386,66.5857,0.9398,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.37 (vs Prophet 1.62). Gana en 4/4 metricas. MASE=0.50 supera naive seasonal.
257,Parkinson,Guanajuato,mujeres,1.3827,1.0842,87.1439,0.8197,1.9078,1.3688,55.7326,1.0149,2.024,1.4388,63.0953,1.0668,2.1795,1.544,69.7266,1.1448,Prophet,Prophet,DeepAR,Prophet,3/4,Prophet,Prophet domina con RMSE 1.38 (vs DeepAR 1.91). Gana en 3/4 metricas. MASE=0.82 supera naive seasonal.
258,Parkinson,Guanajuato,general,2.291,1.8772,61.6609,0.7929,0.3713,0.187,3.7893,0.0779,3.1449,2.209,46.2081,0.9203,2.9568,2.0274,41.5025,0.8446,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.37 (vs Prophet 2.29). Gana en 4/4 metricas. MASE=0.08 supera naive seasonal.
259,Parkinson,Guerrero,hombres,1.2731,0.9678,99.4728,0.7517,1.0454,0.6025,61.4902,0.4673,1.2109,0.9551,74.0727,0.7376,1.2972,1.0142,85.4536,0.7832,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.05 (vs Ensemble 1.21). Gana en 4/4 metricas. MASE=0.47 supera naive seasonal.
260,Parkinson,Guerrero,mujeres,1.4601,1.0964,117.9316,0.7796,1.3828,0.8546,99.2153,0.6136,1.666,1.0898,94.1599,0.7761,1.8261,1.227,123.3498,0.8738,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 1.38 (vs Prophet 1.46). Gana en 3/4 metricas. MASE=0.61 supera naive seasonal.
261,Parkinson,Guerrero,general,2.2717,1.7503,78.7668,0.8202,0.5993,0.3006,18.1372,0.1404,1.9016,1.5449,55.4361,0.7156,2.0569,1.5669,60.1082,0.7258,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.60 (vs Ensemble 1.90). Gana en 4/4 metricas. MASE=0.14 supera naive seasonal.
262,Parkinson,Hidalgo,hombres,1.1092,0.8419,110.8825,0.6073,0.8191,0.5025,105.319,0.3812,1.0934,0.851,120.5991,0.6429,1.2515,0.8963,166.8627,0.6771,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.82 (vs Ensemble 1.09). Gana en 4/4 metricas. MASE=0.38 supera naive seasonal.
263,Parkinson,Hidalgo,mujeres,1.2098,0.8155,138.5477,0.6969,0.9931,0.7326,131.0899,0.6504,1.1333,0.8942,119.2048,0.7898,1.3887,0.8571,200.0,0.7571,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.99 (vs Ensemble 1.13). Gana en 3/4 metricas. MASE=0.65 supera naive seasonal.
264,Parkinson,Hidalgo,general,1.8542,1.2808,84.5792,0.6427,1.1683,0.825,72.197,0.4315,1.666,1.3296,86.7905,0.6913,1.7308,1.2823,90.807,0.6667,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.17 (vs Ensemble 1.67). Gana en 4/4 metricas. MASE=0.43 supera naive seasonal.
265,Parkinson,Jalisco,hombres,4.8373,3.64,41.5391,0.8248,1.3024,0.7184,8.6495,0.1579,4.2637,3.4358,40.0945,0.7552,4.2299,3.165,37.9855,0.6956,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.30 (vs Stacking 4.23). Gana en 4/4 metricas. MASE=0.16 supera naive seasonal.
266,Parkinson,Jalisco,mujeres,5.1969,4.035,51.7432,0.9686,1.1819,0.5738,6.536,0.1284,3.6602,2.9482,36.3709,0.6599,4.1645,3.202,40.7111,0.7167,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.18 (vs Ensemble 3.66). Gana en 4/4 metricas. MASE=0.13 supera naive seasonal.
267,Parkinson,Jalisco,general,8.9056,6.9118,40.0663,0.9542,2.2256,0.9167,5.8461,0.1198,6.8407,5.3468,31.9234,0.6986,6.94,5.2764,32.6935,0.6894,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 2.23 (vs Ensemble 6.84). Gana en 4/4 metricas. MASE=0.12 supera naive seasonal.
268,Parkinson,Michoacán,hombres,2.2297,1.7598,64.328,0.8814,1.0559,0.5663,23.3791,0.2742,2.6034,1.9292,63.5736,0.9342,2.5769,2.1082,66.3721,1.0208,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.06 (vs Prophet 2.23). Gana en 4/4 metricas. MASE=0.27 supera naive seasonal.
269,Parkinson,Michoacán,mujeres,2.0907,1.7004,68.6838,0.9005,0.7626,0.3903,18.93,0.2062,2.2808,1.7189,67.0821,0.9063,2.5906,2.151,67.6174,1.1342,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.76 (vs Prophet 2.09). Gana en 4/4 metricas. MASE=0.21 supera naive seasonal.
270,Parkinson,Michoacán,general,3.4355,2.7685,49.5626,0.8893,0.7439,0.4594,8.9447,0.1434,4.2121,3.1979,53.3083,0.9984,5.082,4.5172,64.1557,1.4103,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.74 (vs Prophet 3.44). Gana en 4/4 metricas. MASE=0.14 supera naive seasonal.
271,Parkinson,Morelos,hombres,2.0028,1.627,60.7792,0.7515,0.381,0.2291,27.0992,0.1058,2.11,1.8404,66.0407,0.8502,2.0178,1.7126,65.2595,0.7911,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.38 (vs Prophet 2.00). Gana en 4/4 metricas. MASE=0.11 supera naive seasonal.
272,Parkinson,Morelos,mujeres,2.1749,1.6491,78.8392,0.606,1.4675,0.689,35.5237,0.2684,2.4601,1.8101,68.2283,0.7051,2.4009,1.7208,67.6091,0.6703,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.47 (vs Prophet 2.17). Gana en 4/4 metricas. MASE=0.27 supera naive seasonal.
273,Parkinson,Morelos,general,3.4059,2.8074,52.066,0.6636,1.6122,0.7063,15.1568,0.1754,3.8324,3.1542,57.1291,0.7833,3.7721,3.0219,56.9015,0.7504,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.61 (vs Prophet 3.41). Gana en 4/4 metricas. MASE=0.18 supera naive seasonal.
274,Parkinson,México,hombres,5.2709,4.2655,66.3664,1.1985,0.6475,0.324,11.1031,0.0832,2.5547,2.0856,53.5826,0.5345,2.6528,2.0662,57.3659,0.5295,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.65 (vs Ensemble 2.55). Gana en 4/4 metricas. MASE=0.08 supera naive seasonal.
275,Parkinson,México,mujeres,4.7441,3.7226,67.2742,1.331,0.366,0.1796,6.3598,0.0566,2.7375,2.1694,58.6372,0.6818,2.5867,1.9978,51.2059,0.6278,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.37 (vs Stacking 2.59). Gana en 4/4 metricas. MASE=0.06 supera naive seasonal.
276,Parkinson,México,general,9.3228,7.6356,60.7722,1.4583,0.6172,0.3911,5.8649,0.0657,3.5121,2.7946,34.6276,0.4682,3.8401,2.9884,37.7088,0.5006,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.62 (vs Ensemble 3.51). Gana en 4/4 metricas. MASE=0.07 supera naive seasonal.
277,Parkinson,Nayarit,hombres,1.0917,0.8606,123.8215,0.7316,0.5065,0.2772,145.7905,0.2334,0.8531,0.7472,154.6535,0.6291,0.8733,0.5999,179.8083,0.5051,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.51 (vs Ensemble 0.85). Gana en 3/4 metricas. MASE=0.23 supera naive seasonal.
278,Parkinson,Nayarit,mujeres,0.9467,0.786,142.0846,0.7434,0.5748,0.2562,186.6221,0.2444,0.7364,0.621,170.6912,0.5926,0.7388,0.3534,199.2621,0.3373,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.57 (vs Ensemble 0.74). Gana en 3/4 metricas. MASE=0.24 supera naive seasonal. Serie de bajo volumen.
279,Parkinson,Nayarit,general,1.6857,1.3272,99.3707,0.7384,0.6803,0.3674,118.1999,0.2021,1.3441,1.1295,125.5709,0.6213,1.2619,0.9451,130.8131,0.5199,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.68 (vs Stacking 1.26). Gana en 3/4 metricas. MASE=0.20 supera naive seasonal.
280,Parkinson,Nuevo León,hombres,1.8711,1.4342,59.1205,0.6258,0.6138,0.3549,27.3316,0.1573,1.7826,1.4587,55.9133,0.6426,1.7129,1.3442,53.7255,0.5921,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.61 (vs Stacking 1.71). Gana en 4/4 metricas. MASE=0.16 supera naive seasonal.
281,Parkinson,Nuevo León,mujeres,1.5972,1.2128,70.9251,0.5346,1.3115,0.9409,64.8341,0.4366,1.9472,1.5359,76.0059,0.7127,2.1428,1.523,95.4081,0.7067,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.31 (vs Prophet 1.60). Gana en 4/4 metricas. MASE=0.44 supera naive seasonal.
282,Parkinson,Nuevo León,general,2.6854,2.0343,44.911,0.5488,1.0019,0.4468,20.5206,0.126,2.8414,2.1442,48.0964,0.6024,2.6908,2.0565,46.2279,0.5778,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.00 (vs Prophet 2.69). Gana en 4/4 metricas. MASE=0.13 supera naive seasonal.
283,Parkinson,Oaxaca,hombres,1.5176,1.2517,84.8841,0.6906,0.3967,0.1696,47.8904,0.0938,1.6164,1.1896,79.2631,0.6578,1.5432,1.1199,94.0664,0.6192,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.40 (vs Prophet 1.52). Gana en 4/4 metricas. MASE=0.09 supera naive seasonal.
284,Parkinson,Oaxaca,mujeres,1.3629,1.0409,94.6696,0.6257,0.6957,0.3082,46.8155,0.1922,1.2347,0.9972,82.2878,0.6219,1.5511,1.2428,114.1753,0.7751,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.70 (vs Ensemble 1.23). Gana en 4/4 metricas. MASE=0.19 supera naive seasonal.
285,Parkinson,Oaxaca,general,2.3631,1.8596,67.4288,0.6653,0.3103,0.1738,12.6255,0.0629,2.0773,1.5458,53.7066,0.56,2.3832,1.7799,65.3772,0.6448,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.31 (vs Ensemble 2.08). Gana en 4/4 metricas. MASE=0.06 supera naive seasonal.
286,Parkinson,Puebla,hombres,7.1228,4.7665,110.5056,1.0941,6.1516,2.3176,57.702,0.5122,6.4513,4.344,94.9395,0.96,6.8562,5.4279,106.2985,1.1996,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,"DeepAR gana por margen minimo (RMSE 6.15 vs Ensemble 6.45, -4.6%). Gana en 4/4 metricas. MASE=0.51 supera naive seasonal."
287,Parkinson,Puebla,mujeres,6.4061,4.5567,117.0799,1.0034,10.8807,4.4731,71.2445,0.9753,12.7627,6.8757,111.4232,1.4961,12.5183,7.7402,116.3827,1.6842,Prophet,DeepAR,DeepAR,DeepAR,1/4,Prophet,Prophet domina con RMSE 6.41 (vs DeepAR 10.88).
288,Parkinson,Puebla,general,13.2481,8.6892,104.2967,1.0577,15.4817,7.0434,52.6813,0.8309,16.6219,10.9665,99.7997,1.2937,17.0045,13.6849,112.4592,1.6144,Prophet,DeepAR,DeepAR,DeepAR,1/4,Prophet,Prophet domina con RMSE 13.25 (vs DeepAR 15.48).
289,Parkinson,Querétaro,hombres,0.7444,0.6527,147.118,0.786,0.6063,0.489,152.7609,0.6122,0.6104,0.5304,142.5497,0.6639,0.7559,0.4643,200.0,0.5812,DeepAR,Stacking,Ensemble,Stacking,1/4,DeepAR,"DeepAR gana por margen minimo (RMSE 0.61 vs Ensemble 0.61, -0.7%). MASE=0.61 supera naive seasonal. Serie de bajo volumen."
290,Parkinson,Querétaro,mujeres,0.7085,0.5405,160.6801,0.8844,0.8237,0.4649,182.5125,0.7607,0.7323,0.5726,165.3439,0.9369,0.8452,0.4643,200.0,0.7597,Prophet,Stacking,Prophet,Stacking,2/4,Prophet,"Prophet gana por margen minimo (RMSE 0.71 vs Ensemble 0.73, -3.2%). Gana en 2/4 metricas. MASE=0.88 supera naive seasonal. Serie de bajo volumen."
291,Parkinson,Querétaro,general,0.9717,0.7646,111.4006,0.6309,0.7693,0.4694,103.2554,0.4181,1.0576,0.8852,109.3106,0.7885,1.2934,0.9066,177.3024,0.8076,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.77 (vs Prophet 0.97). Gana en 4/4 metricas. MASE=0.42 supera naive seasonal.
