ds,entidad,padecimiento,meta_modo,yhat
2026-09-14,Jalisco,Parkinson,mujeres,6
2026-09-21,Jalisco,Parkinson,general,20
2026-09-21,Jalisco,Parkinson,hombres,7
2026-09-21,Jalisco,Parkinson,mujeres,5
2026-09-28,Jalisco,Parkinson,general,22
2026-09-28,Jalisco,Parkinson,hombres,5
2026-09-28,Jalisco,Parkinson,mujeres,7
2026-10-05,Jalisco,Parkinson,general,21
2026-10-05,Jalisco,Parkinson,hombres,7
2026-10-05,Jalisco,Parkinson,mujeres,5
2026-10-12,Jalisco,Parkinson,general,22
2026-10-12,Jalisco,Parkinson,hombres,8
2026-10-12,Jalisco,Parkinson,mujeres,5
2026-10-19,Jalisco,Parkinson,general,19
2026-10-19,Jalisco,Parkinson,hombres,5
2026-10-19,Jalisco,Parkinson,mujeres,7
2026-10-26,Jalisco,Parkinson,general,19
2026-10-26,Jalisco,Parkinson,hombres,4
2026-10-26,Jalisco,Parkinson,mujeres,8
2026-11-02,Jalisco,Parkinson,general,19
2026-11-02,Jalisco,Parkinson,hombres,5
2026-11-02,Jalisco,Parkinson,mujeres,6
2026-11-09,Jalisco,Parkinson,general,14
2026-11-09,Jalisco,Parkinson,hombres,9
2026-11-09,Jalisco,Parkinson,mujeres,5
2026-11-16,Jalisco,Parkinson,general,12
2026-11-16,Jalisco,Parkinson,hombres,7
2026-11-16,Jalisco,Parkinson,mujeres,6
2026-11-23,Jalisco,Parkinson,general,11
2026-11-23,Jalisco,Parkinson,hombres,5
2026-11-23,Jalisco,Parkinson,mujeres,4
2026-11-30,Jalisco,Parkinson,general,16
2026-11-30,Jalisco,Parkinson,hombres,7
2026-11-30,Jalisco,Parkinson,mujeres,5
2026-12-07,Jalisco,Parkinson,general,21
2026-12-07,Jalisco,Parkinson,hombres,5
2026-12-07,Jalisco,Parkinson,mujeres,8
2026-12-14,Jalisco,Parkinson,general,14
2026-12-14,Jalisco,Parkinson,hombres,6
2026-12-14,Jalisco,Parkinson,mujeres,6
2026-12-21,Jalisco,Parkinson,general,10
2026-12-21,Jalisco,Parkinson,hombres,5
2026-12-21,Jalisco,Parkinson,mujeres,5
2026-12-28,Jalisco,Parkinson,general,9
2026-12-28,Jalisco,Parkinson,hombres,5
2026-12-28,Jalisco,Parkinson,mujeres,3
2027-01-04,Jalisco,Parkinson,general,12
2027-01-04,Jalisco,Parkinson,hombres,6
2027-01-04,Jalisco,Parkinson,mujeres,4
2027-01-11,Jalisco,Parkinson,general,15
2027-01-11,Jalisco,Parkinson,hombres,7
2027-01-11,Jalisco,Parkinson,mujeres,6
2027-01-18,Jalisco,Parkinson,general,11
2027-01-18,Jalisco,Parkinson,hombres,7
2027-01-18,Jalisco,Parkinson,mujeres,6
2027-01-25,Jalisco,Parkinson,general,15
2027-01-25,Jalisco,Parkinson,hombres,7
2027-01-25,Jalisco,Parkinson,mujeres,4
2026-02-02,Michoacán,Parkinson,general,4
2026-02-02,Michoacán,Parkinson,hombres,1
2026-02-02,Michoacán,Parkinson,mujeres,3
2026-02-09,Michoacán,Parkinson,general,5
2026-02-09,Michoacán,Parkinson,hombres,3
2026-02-09,Michoacán,Parkinson,mujeres,4
2026-02-16,Michoacán,Parkinson,general,3
2026-02-16,Michoacán,Parkinson,hombres,2
2026-02-16,Michoacán,Parkinson,mujeres,3
2026-02-23,Michoacán,Parkinson,general,3
2026-02-23,Michoacán,Parkinson,hombres,2
2026-02-23,Michoacán,Parkinson,mujeres,3
2026-03-02,Michoacán,Parkinson,general,7
2026-03-02,Michoacán,Parkinson,hombres,3
2026-03-02,Michoacán,Parkinson,mujeres,3
2026-03-09,Michoacán,Parkinson,general,2
2026-03-09,Michoacán,Parkinson,hombres,2
2026-03-09,Michoacán,Parkinson,mujeres,4
2026-03-16,Michoacán,Parkinson,general,7
2026-03-16,Michoacán,Parkinson,hombres,1
2026-03-16,Michoacán,Parkinson,mujeres,3
2026-03-23,Michoacán,Parkinson,general,1
2026-03-23,Michoacán,Parkinson,hombres,1
2026-03-23,Michoacán,Parkinson,mujeres,1
2026-03-30,Michoacán,Parkinson,general,3
2026-03-30,Michoacán,Parkinson,hombres,2
2026-03-30,Michoacán,Parkinson,mujeres,1
2026-04-06,Michoacán,Parkinson,general,4
2026-04-06,Michoacán,Parkinson,hombres,2
2026-04-06,Michoacán,Parkinson,mujeres,2
2026-04-13,Michoacán,Parkinson,general,4
2026-04-13,Michoacán,Parkinson,hombres,2
2026-04-13,Michoacán,Parkinson,mujeres,3
2026-04-20,Michoacán,Parkinson,general,4
2026-04-20,Michoacán,Parkinson,hombres,2
2026-04-20,Michoacán,Parkinson,mujeres,1
2026-04-27,Michoacán,Parkinson,general,5
2026-04-27,Michoacán,Parkinson,hombres,2
2026-04-27,Michoacán,Parkinson,mujeres,2
2026-05-04,Michoacán,Parkinson,general,4
2026-05-04,Michoacán,Parkinson,hombres,1
2026-05-04,Michoacán,Parkinson,mujeres,2
2026-05-11,Michoacán,Parkinson,general,4
2026-05-11,Michoacán,Parkinson,hombres,1
2026-05-11,Michoacán,Parkinson,mujeres,2
2026-05-18,Michoacán,Parkinson,general,4
2026-05-18,Michoacán,Parkinson,hombres,2
2026-05-18,Michoacán,Parkinson,mujeres,3
2026-05-25,Michoacán,Parkinson,general,4
2026-05-25,Michoacán,Parkinson,hombres,1
2026-05-25,Michoacán,Parkinson,mujeres,2
2026-06-01,Michoacán,Parkinson,general,3
2026-06-01,Michoacán,Parkinson,hombres,2
2026-06-01,Michoacán,Parkinson,mujeres,2
2026-06-08,Michoacán,Parkinson,general,4
2026-06-08,Michoacán,Parkinson,hombres,2
2026-06-08,Michoacán,Parkinson,mujeres,2
2026-06-15,Michoacán,Parkinson,general,3
2026-06-15,Michoacán,Parkinson,hombres,2
2026-06-15,Michoacán,Parkinson,mujeres,2
2026-06-22,Michoacán,Parkinson,general,4
2026-06-22,Michoacán,Parkinson,hombres,2
2026-06-22,Michoacán,Parkinson,mujeres,2
2026-06-29,Michoacán,Parkinson,general,4
2026-06-29,Michoacán,Parkinson,hombres,2
2026-06-29,Michoacán,Parkinson,mujeres,2
2026-07-06,Michoacán,Parkinson,general,5
2026-07-06,Michoacán,Parkinson,hombres,2
2026-07-06,Michoacán,Parkinson,mujeres,3
2026-07-13,Michoacán,Parkinson,general,6
2026-07-13,Michoacán,Parkinson,hombres,2
2026-07-13,Michoacán,Parkinson,mujeres,2
2026-07-20,Michoacán,Parkinson,general,3
2026-07-20,Michoacán,Parkinson,hombres,2
2026-07-20,Michoacán,Parkinson,mujeres,3
2026-07-27,Michoacán,Parkinson,general,8
2026-07-27,Michoacán,Parkinson,hombres,2
2026-07-27,Michoacán,Parkinson,mujeres,2
2026-08-03,Michoacán,Parkinson,general,4
2026-08-03,Michoacán,Parkinson,hombres,2
2026-08-03,Michoacán,Parkinson,mujeres,1
2026-08-10,Michoacán,Parkinson,general,5
2026-08-10,Michoacán,Parkinson,hombres,2
2026-08-10,Michoacán,Parkinson,mujeres,2
2026-08-17,Michoacán,Parkinson,general,7
2026-08-17,Michoacán,Parkinson,hombres,2
2026-08-17,Michoacán,Parkinson,mujeres,2
2026-08-24,Michoacán,Parkinson,general,5
2026-08-24,Michoacán,Parkinson,hombres,2
2026-08-24,Michoacán,Parkinson,mujeres,2
2026-08-31,Michoacán,Parkinson,general,4
2026-08-31,Michoacán,Parkinson,hombres,1
2026-08-31,Michoacán,Parkinson,mujeres,2
2026-09-07,Michoacán,Parkinson,general,4
2026-09-07,Michoacán,Parkinson,hombres,1
2026-09-07,Michoacán,Parkinson,mujeres,2
2026-09-14,Michoacán,Parkinson,general,2
2026-09-14,Michoacán,Parkinson,hombres,1
2026-09-14,Michoacán,Parkinson,mujeres,2
2026-09-21,Michoacán,Parkinson,general,5
2026-09-21,Michoacán,Parkinson,hombres,1
2026-09-21,Michoacán,Parkinson,mujeres,2
2026-09-28,Michoacán,Parkinson,general,2
2026-09-28,Michoacán,Parkinson,hombres,1
2026-09-28,Michoacán,Parkinson,mujeres,2
2026-10-05,Michoacán,Parkinson,general,3
2026-10-05,Michoacán,Parkinson,hombres,2
2026-10-05,Michoacán,Parkinson,mujeres,4
2026-10-12,Michoacán,Parkinson,general,3
2026-10-12,Michoacán,Parkinson,hombres,2
2026-10-12,Michoacán,Parkinson,mujeres,4
2026-10-19,Michoacán,Parkinson,general,4
2026-10-19,Michoacán,Parkinson,hombres,2
2026-10-19,Michoacán,Parkinson,mujeres,3
2026-10-26,Michoacán,Parkinson,general,5
2026-10-26,Michoacán,Parkinson,hombres,1
2026-10-26,Michoacán,Parkinson,mujeres,2
2026-11-02,Michoacán,Parkinson,general,5
2026-11-02,Michoacán,Parkinson,hombres,2
2026-11-02,Michoacán,Parkinson,mujeres,4
2026-11-09,Michoacán,Parkinson,general,5
2026-11-09,Michoacán,Parkinson,hombres,2
2026-11-09,Michoacán,Parkinson,mujeres,5
2026-11-16,Michoacán,Parkinson,general,5
2026-11-16,Michoacán,Parkinson,hombres,1
2026-11-16,Michoacán,Parkinson,mujeres,4
2026-11-23,Michoacán,Parkinson,general,7
2026-11-23,Michoacán,Parkinson,hombres,1
2026-11-23,Michoacán,Parkinson,mujeres,3
2026-11-30,Michoacán,Parkinson,general,4
2026-11-30,Michoacán,Parkinson,hombres,1
2026-11-30,Michoacán,Parkinson,mujeres,3
2026-12-07,Michoacán,Parkinson,general,5
2026-12-07,Michoacán,Parkinson,hombres,1
2026-12-07,Michoacán,Parkinson,mujeres,5
2026-12-14,Michoacán,Parkinson,general,7
2026-12-14,Michoacán,Parkinson,hombres,2
2026-12-14,Michoacán,Parkinson,mujeres,4
2026-12-21,Michoacán,Parkinson,general,3
2026-12-21,Michoacán,Parkinson,hombres,2
2026-12-21,Michoacán,Parkinson,mujeres,2
2026-12-28,Michoacán,Parkinson,general,5
2026-12-28,Michoacán,Parkinson,hombres,2
2026-12-28,Michoacán,Parkinson,mujeres,2
2027-01-04,Michoacán,Parkinson,general,4
2027-01-04,Michoacán,Parkinson,hombres,2
2027-01-04,Michoacán,Parkinson,mujeres,2
2027-01-11,Michoacán,Parkinson,general,4
2027-01-11,Michoacán,Parkinson,hombres,2
2027-01-11,Michoacán,Parkinson,mujeres,2
2027-01-18,Michoacán,Parkinson,general,5
2027-01-18,Michoacán,Parkinson,hombres,2
2027-01-18,Michoacán,Parkinson,mujeres,3
2027-01-25,Michoacán,Parkinson,general,5
2027-01-25,Michoacán,Parkinson,hombres,1
2027-01-25,Michoacán,Parkinson,mujeres,2
2026-02-02,Morelos,Parkinson,general,9
2026-02-02,Morelos,Parkinson,hombres,4
2026-02-02,Morelos,Parkinson,mujeres,6
2026-02-09,Morelos,Parkinson,general,8
2026-02-09,Morelos,Parkinson,hombres,4
2026-02-09,Morelos,Parkinson,mujeres,1
2026-02-16,Morelos,Parkinson,general,6
2026-02-16,Morelos,Parkinson,hombres,2
2026-02-16,Morelos,Parkinson,mujeres,1
2026-02-23,Morelos,Parkinson,general,8
2026-02-23,Morelos,Parkinson,hombres,3
2026-02-23,Morelos,Parkinson,mujeres,4
2026-03-02,Morelos,Parkinson,general,7
2026-03-02,Morelos,Parkinson,hombres,5
2026-03-02,Morelos,Parkinson,mujeres,3
2026-03-09,Morelos,Parkinson,general,4
2026-03-09,Morelos,Parkinson,hombres,5
2026-03-09,Morelos,Parkinson,mujeres,1
2026-03-16,Morelos,Parkinson,general,7
2026-03-16,Morelos,Parkinson,hombres,3
2026-03-16,Morelos,Parkinson,mujeres,3
2026-03-23,Morelos,Parkinson,general,11
2026-03-23,Morelos,Parkinson,hombres,2
2026-03-23,Morelos,Parkinson,mujeres,3
2026-03-30,Morelos,Parkinson,general,6
2026-03-30,Morelos,Parkinson,hombres,4
2026-03-30,Morelos,Parkinson,mujeres,2
2026-04-06,Morelos,Parkinson,general,5
2026-04-06,Morelos,Parkinson,hombres,3
2026-04-06,Morelos,Parkinson,mujeres,3
2026-04-13,Morelos,Parkinson,general,5
2026-04-13,Morelos,Parkinson,hombres,4
2026-04-13,Morelos,Parkinson,mujeres,1
2026-04-20,Morelos,Parkinson,general,4
2026-04-20,Morelos,Parkinson,hombres,3
2026-04-20,Morelos,Parkinson,mujeres,1
2026-04-27,Morelos,Parkinson,general,5
2026-04-27,Morelos,Parkinson,hombres,4
2026-04-27,Morelos,Parkinson,mujeres,2
2026-05-04,Morelos,Parkinson,general,8
2026-05-04,Morelos,Parkinson,hombres,4
2026-05-04,Morelos,Parkinson,mujeres,3
2026-05-11,Morelos,Parkinson,general,4
2026-05-11,Morelos,Parkinson,hombres,3
2026-05-11,Morelos,Parkinson,mujeres,1
2026-05-18,Morelos,Parkinson,general,3
2026-05-18,Morelos,Parkinson,hombres,2
2026-05-18,Morelos,Parkinson,mujeres,2
2026-05-25,Morelos,Parkinson,general,8
2026-05-25,Morelos,Parkinson,hombres,3
2026-05-25,Morelos,Parkinson,mujeres,3
2026-06-01,Morelos,Parkinson,general,9
2026-06-01,Morelos,Parkinson,hombres,3
2026-06-01,Morelos,Parkinson,mujeres,1
2026-06-08,Morelos,Parkinson,general,5
2026-06-08,Morelos,Parkinson,hombres,5
2026-06-08,Morelos,Parkinson,mujeres,1
2026-06-15,Morelos,Parkinson,general,4
2026-06-15,Morelos,Parkinson,hombres,2
2026-06-15,Morelos,Parkinson,mujeres,1
2026-06-22,Morelos,Parkinson,general,9
2026-06-22,Morelos,Parkinson,hombres,5
2026-06-22,Morelos,Parkinson,mujeres,2
2026-06-29,Morelos,Parkinson,general,7
2026-06-29,Morelos,Parkinson,hombres,3
2026-06-29,Morelos,Parkinson,mujeres,4
2026-07-06,Morelos,Parkinson,general,7
2026-07-06,Morelos,Parkinson,hombres,5
2026-07-06,Morelos,Parkinson,mujeres,2
2026-07-13,Morelos,Parkinson,general,7
2026-07-13,Morelos,Parkinson,hombres,4
2026-07-13,Morelos,Parkinson,mujeres,2
2026-07-20,Morelos,Parkinson,general,8
2026-07-20,Morelos,Parkinson,hombres,4
2026-07-20,Morelos,Parkinson,mujeres,2
2026-07-27,Morelos,Parkinson,general,6
2026-07-27,Morelos,Parkinson,hombres,4
2026-07-27,Morelos,Parkinson,mujeres,2
2026-08-03,Morelos,Parkinson,general,4
2026-08-03,Morelos,Parkinson,hombres,3
2026-08-03,Morelos,Parkinson,mujeres,5
2026-08-10,Morelos,Parkinson,general,4
2026-08-10,Morelos,Parkinson,hombres,5
2026-08-10,Morelos,Parkinson,mujeres,2
2026-08-17,Morelos,Parkinson,general,7
2026-08-17,Morelos,Parkinson,hombres,3
2026-08-17,Morelos,Parkinson,mujeres,2
2026-08-24,Morelos,Parkinson,general,10
2026-08-24,Morelos,Parkinson,hombres,4
2026-08-24,Morelos,Parkinson,mujeres,2
2026-08-31,Morelos,Parkinson,general,5
2026-08-31,Morelos,Parkinson,hombres,3
2026-08-31,Morelos,Parkinson,mujeres,2
2026-09-07,Morelos,Parkinson,general,5
2026-09-07,Morelos,Parkinson,hombres,5
2026-09-07,Morelos,Parkinson,mujeres,3
2026-09-14,Morelos,Parkinson,general,8
2026-09-14,Morelos,Parkinson,hombres,6
2026-09-14,Morelos,Parkinson,mujeres,2
2026-09-21,Morelos,Parkinson,general,4
2026-09-21,Morelos,Parkinson,hombres,3
2026-09-21,Morelos,Parkinson,mujeres,2
2026-09-28,Morelos,Parkinson,general,3
2026-09-28,Morelos,Parkinson,hombres,3
2026-09-28,Morelos,Parkinson,mujeres,2
2026-10-05,Morelos,Parkinson,general,7
2026-10-05,Morelos,Parkinson,hombres,5
2026-10-05,Morelos,Parkinson,mujeres,1
2026-10-12,Morelos,Parkinson,general,2
2026-10-12,Morelos,Parkinson,hombres,6
2026-10-12,Morelos,Parkinson,mujeres,2
2026-10-19,Morelos,Parkinson,general,7
2026-10-19,Morelos,Parkinson,hombres,6
2026-10-19,Morelos,Parkinson,mujeres,1
2026-10-26,Morelos,Parkinson,general,7
2026-10-26,Morelos,Parkinson,hombres,1
2026-10-26,Morelos,Parkinson,mujeres,3
2026-11-02,Morelos,Parkinson,general,5
2026-11-02,Morelos,Parkinson,hombres,3
2026-11-02,Morelos,Parkinson,mujeres,3
2026-11-09,Morelos,Parkinson,general,3
2026-11-09,Morelos,Parkinson,hombres,7
2026-11-09,Morelos,Parkinson,mujeres,5
2026-11-16,Morelos,Parkinson,general,8
2026-11-16,Morelos,Parkinson,hombres,3
2026-11-16,Morelos,Parkinson,mujeres,2
